ds;city;pres;yhat_pres;yhat_upper_pres;yhat_lower_pres;anomaly_pres;prcp;yhat_prcp;yhat_upper_prcp;yhat_lower_prcp;anomaly_prcp
06.01.2020;Berlin;;1.015.231.592;103.001.966;100.127.706;0;0;1.392.255.614;5.217.748.954;-2.682.874.322;0
07.01.2020;Berlin;;1.015.263.359;1.028.810.169;1.001.513.027;0;0.2;1.211.095.485;513.213.214;-2.431.007.497;0
08.01.2020;Berlin;;1.015.345.721;1.029.446.374;100.199.517;0;01. Jul;1.308.409.873;5.325.153.556;-2.653.057.055;0
09.01.2020;Berlin;;1.015.300.801;1.028.814.309;1.001.358.381;0;04. Aug;1.426.032.916;5.359.942.112;-2.614.714.468;0
10.01.2020;Berlin;;1.015.361.174;1.029.555.956;1.001.200.688;0;03. Jan;1.470.771.246;5.207.640.185;-2.124.576.813;0
11.01.2020;Berlin;;1.015.510.388;1.029.656.091;99.944.216;0;0;0.961824763;4.980.765.792;-280.410.487;0
12.01.2020;Berlin;;1.015.584.871;1.029.584.638;1.001.236.976;0;0;0.968173503;4.770.703.216;-2.597.559.575;0
13.01.2020;Berlin;;1.015.582.318;1.029.218.604;1.001.973.843;0;0.2;0.921313703;4.813.558.403;-2.940.496.559;0
14.01.2020;Berlin;;1.015.620.901;1.029.976.101;1.001.197.222;0;0;0.81095929;4.742.540.036;-3.052.972.847;0
15.01.2020;Berlin;;1.015.705.197;1.029.963.416;1.002.045.292;0;0;0.984775244;4.899.636.689;-3.041.267.535;0
16.01.2020;Berlin;;1.015.656.933;1.030.479.299;1.001.778.292;0;0;118.270.697;5.103.591.273;-2.480.807.382;0
17.01.2020;Berlin;;1.015.708.389;1.029.117.702;1.001.841.008;0;0;1.309.646.371;5.405.421.057;-2.671.888.021;0
18.01.2020;Berlin;;1.015.842.929;1.030.166;1.001.197.474;0;0.1;0.882900702;4.405.022.823;-315.800.345;0
19.01.2020;Berlin;;1.015.896.921;1.030.813.708;1.000.827.606;1;0;0.969625805;494.780.808;-265.508.052;0
20.01.2020;Berlin;;101.586.814;1.029.948.775;1.001.601.147;1;0;0.999605633;4.853.880.897;-2.676.174.164;0
21.01.2020;Berlin;;1.015.874.971;1.030.259.893;1.001.119.675;1;0;0.960993162;4.809.093.587;-3.287.312.118;0
22.01.2020;Berlin;;1.015.922.355;1.030.614.395;1.001.233.768;1;0.1;1.200.078.161;512.830.631;-2.421.011.837;0
23.01.2020;Berlin;;1.015.832.525;1.030.251.213;1.001.156.299;1;0;145.564.513;5.591.683.149;-2.017.111.493;0
24.01.2020;Berlin;;1.015.838.405;1.029.383.478;1.001.751.446;0;0;163.166.144;5.768.147.933;-2.076.780.418;0
25.01.2020;Berlin;;1.015.924.134;1.031.206.416;1.001.395.712;0;0;1.244.761.296;5.334.022.799;-2.571.641.595;0
26.01.2020;Berlin;;1.015.926.978;1.030.053.569;1.002.266.079;0;0;1.361.686.861;5.612.057.704;-2.320.966.498;0
27.01.2020;Berlin;;1.015.845.704;1.029.723.688;1.001.436.299;0;2;141.206.841;5.176.709.632;-2.571.867.715;0
28.01.2020;Berlin;;1.015.799.781;103.025.695;1.000.872.373;1;10. Jan;138.415.874;5.097.553.458;-2.245.349.934;1
29.01.2020;Berlin;;1.015.795.287;1.030.646.283;1.000.442.063;1;01. Mai;1.624.587.694;5.333.818.504;-2.308.241.808;0
30.01.2020;Berlin;;1.015.655.628;1.031.125.715;1.002.122.316;0;03. Jan;1.872.700.627;5.997.698.992;-2.254.802.868;0
31.01.2020;Berlin;;1.015.614.913;102.899.972;1.001.305.931;0;0.4;203.322.155;5.669.632.517;-164.906.156;0
01.02.2020;Berlin;;101.565.844;1.029.706.587;1.001.477.176;1;07. Jul;1.623.707.443;5.604.373.057;-2.315.913.839;1
02.02.2020;Berlin;;1.015.624.581;1.029.302.911;1.001.395.173;0;05. Jun;1.711.956.032;5.573.817.816;-2.086.761.989;1
03.02.2020;Berlin;;1.015.513.134;1.029.844.374;1.000.971.375;0;03. Mai;1.728.749.943;5.722.495.549;-2.084.392.658;0
04.02.2020;Berlin;;1.015.444.484;1.029.822.469;1.000.994.504;0;01. Aug;1.663.553.616;5.490.069.003;-2.314.064.783;0
05.02.2020;Berlin;;1.015.425.493;103.041.177;1.001.223.691;0;0.3;1.864.229.912;5.342.896.408;-1.982.788.255;0
06.02.2020;Berlin;;1.015.280.188;1.029.142.537;1.001.231.603;0;0;2.071.341.418;6.194.107.702;-1.821.442.911;0
07.02.2020;Berlin;;1.015.243.115;1.030.050.668;1.001.262.815;0;0;2.190.778.235;6.069.863.498;-1.703.076.739;0
08.02.2020;Berlin;;1.015.299.811;1.029.529.636;1.001.428.952;0;0;1.741.179.764;5.513.197.663;-1.913.369.114;0
09.02.2020;Berlin;;1.015.288.672;1.029.882.896;1.001.687.429;0;05. Mrz;1.791.313.672;5.741.307.082;-2.141.225.058;0
10.02.2020;Berlin;;1.015.209.297;1.029.405.221;1.001.328.636;1;07. Jan;1.772.795.733;5.552.898.366;-2.016.286.042;1
11.02.2020;Berlin;;1.015.181.648;1.028.118.998;1.001.269.357;1;0.5;1.675.767.544;5.826.798.604;-2.209.015.683;0
12.02.2020;Berlin;;1.015.211.938;1.029.090.958;100.134.959;0;0;1.848.599.513;5.438.147.361;-1.798.549.334;0
13.02.2020;Berlin;;1.015.123.332;1.030.286.012;1.000.844.486;0;0.9;2.032.184.382;581.728.164;-1.757.141.692;0
14.02.2020;Berlin;;1.015.149.308;102.892.366;1.000.250.082;0;0.4;2.132.563.193;5.310.611.474;-1.666.793.387;0
15.02.2020;Berlin;;1.015.274.154;1.029.369.434;1.000.881.781;0;0;1.668.351.086;5.684.772.213;-2.180.725.965;0
16.02.2020;Berlin;;1.015.334.855;1.030.091.302;1.000.419.129;0;01. Mai;1.708.125.872;5.667.882.508;-1.959.398.328;0
17.02.2020;Berlin;;1.015.329.468;1.029.656.197;1.000.183.601;0;0.2;1.683.162.629;5.297.079.682;-2.328.799.435;0
18.02.2020;Berlin;;1.015.376.314;1.030.660.375;9.996.836.807;0;01. Feb;1.583.130.717;5.438.444.523;-1.979.430.172;0
19.02.2020;Berlin;;1.015.479.898;1.029.046.906;1.001.578.315;0;06. Jan;1.755.819.911;5.774.070.518;-2.140.578.357;1
20.02.2020;Berlin;;1.015.461.654;1.030.589.557;1.001.592.384;0;03. Aug;1.941.460.068;5.457.580.624;-1.784.781.152;0
21.02.2020;Berlin;;101.555.334;1.029.753.112;1.002.331.944;0;01. Mrz;2.045.375.321;6.093.207.406;-1.934.177.801;0
22.02.2020;Berlin;;101.573.758;1.029.091.639;1.001.715.489;0;1;1.585.439.252;5.560.724.971;-19.938.487;0
23.02.2020;Berlin;;1.015.849.788;1.029.931.001;1.002.002.876;0;15. Aug;1.629.492.957;5.522.280.796;-228.910.409;1
24.02.2020;Berlin;;1.015.886.581;1.030.456.866;100.074.814;0;06. Jul;1.608.108.318;5.480.402.281;-2.329.399.023;1
25.02.2020;Berlin;;1.015.965.009;103.005.559;1.001.604.872;1;2;1.510.311.914;5.604.867.951;-2.256.235.854;0
26.02.2020;Berlin;;101.608.851;1.030.634.653;1.001.275.489;1;03. Apr;1.683.335.405;5.584.700.186;-2.469.079.416;0
27.02.2020;Berlin;;1.016.077.676;1.030.414.127;1.001.582.613;1;0.4;1.866.956.047;5.623.867.229;-1.906.743.146;0
28.02.2020;Berlin;;1.016.163.684;1.030.356.777;1.001.848.349;0;01. Aug;1.966.167.663;5.643.643.051;-197.495.201;0
29.02.2020;Berlin;;1.016.328.843;1.030.534.773;1.003.667.455;1;02. Mai;1.498.647.994;5.362.218.628;-2.335.075.571;0
01.03.2020;Berlin;;1.016.408.541;1.030.265.818;100.178.177;1;02. Apr;153.218.402;5.091.389.079;-2.344.420.012;0
02.03.2020;Berlin;;1.016.399.659;1.031.388.958;1.002.073.259;1;1;1.497.437.319;5.466.064.532;-225.029.256;0
03.03.2020;Berlin;;1.016.419.798;1.031.015.186;1.003.279.518;1;0.7;1.383.664.897;5.254.093.906;-2.394.657.509;0
04.03.2020;Berlin;;1.016.473.231;1.031.637.624;1.002.182.777;0;0.2;1.538.461.455;5.682.886.517;-2.378.281.082;0
05.03.2020;Berlin;;1.016.381.653;1.031.269.541;1.001.805.592;0;01. Sep;1.702.087.041;5.319.593.029;-2.374.285.596;0
06.03.2020;Berlin;;1.016.377.587;1.029.584.104;1.002.308.725;1;05. Jul;1.780.120.886;5.570.283.938;-1.845.994.648;1
07.03.2020;Berlin;;1.016.444.909;1.029.405.186;1.001.928.649;0;0.4;1.290.907.926;5.268.412.315;-2.681.480.914;0
08.03.2020;Berlin;;101.642.076;1.030.656.598;1.002.047.115;0;0;1.302.960.312;5.158.902.872;-2.417.594.198;0
09.03.2020;Berlin;;1.016.303.924;1.030.160.793;1.002.141.681;0;02. Mai;1.247.696.793;5.130.884.093;-2.619.606.892;0
10.03.2020;Berlin;;1.016.214.014;1.030.894.227;1.000.998.632;0;09. Jun;1.115.136.271;4.926.284.304;-2.845.461.671;1
11.03.2020;Berlin;;1.016.157.379;1.029.865.218;1.001.317.225;0;02. Mai;1.253.612.413;519.319.347;-2.589.428.321;0
12.03.2020;Berlin;;101.595.781;103.006.194;1.001.754.187;0;02. Jul;1.404.074.201;5.338.934.852;-2.681.471.529;0
13.03.2020;Berlin;;1.015.849.898;1.029.683.617;1.001.195.657;0;0.6;1.472.714.117;5.269.636.061;-2.196.045.285;0
14.03.2020;Berlin;;1.015.819.516;1.028.871.908;1.001.567.602;0;0;0.978391356;4.840.826.929;-2.786.490.313;0
15.03.2020;Berlin;;1.015.705.682;1.029.431.582;1.000.764.895;0;0;0.990013128;5.256.498.176;-2.964.059.833;0
16.03.2020;Berlin;;1.015.508.898;1.029.480.252;1.001.043.689;0;0;0.939257649;481.537.644;-2.926.967.626;0
17.03.2020;Berlin;;1.015.350.301;1.029.045.751;1.001.086.444;0;0;0.816255668;4.803.690.208;-3.086.634.375;0
18.03.2020;Berlin;;1.015.237.528;102.988.133;1.001.647.229;0;0;0.969297871;4.803.747.602;-3.284.001.262;0
19.03.2020;Berlin;;1.014.995.399;1.029.004.141;1.000.053.373;0;0;1.139.133.286;5.105.279.735;-251.575.459;0
20.03.2020;Berlin;;1.014.859.254;1.029.751.071;1.000.906.636;0;0.2;1.231.600.527;5.111.051.474;-2.481.295.295;0
21.03.2020;Berlin;;1.014.815.414;1.028.448.723;1.000.799.957;1;0;0.765059194;4.796.778.432;-296.750.621;0
22.03.2020;Berlin;;1.014.703.042;1.028.827.611;1.001.206.488;1;0;0.807784287;4.726.781.545;-3.018.971.913;0
23.03.2020;Berlin;;1.014.522.474;1.028.996.493;1.000.022.381;1;0;0.790706831;4.520.760.169;-2.919.877.025;0
24.03.2020;Berlin;;1.014.394.377;1.028.274.055;9.988.142.527;1;0;0.703117063;4.609.425.781;-3.123.256.476;0
25.03.2020;Berlin;;101.432.563;1.027.006.721;1.000.064.251;1;0;0.892396821;5.089.368.978;-3.006.040.669;0
26.03.2020;Berlin;;1.014.140.023;1.028.483.716;9.995.941.823;0;0;1.098.345.526;4.827.638.955;-2.607.757.576;0
27.03.2020;Berlin;;1.014.071.621;1.028.683.459;1.000.393.611;0;0;1.225.840.712;5.066.077.688;-2.533.887.029;0
28.03.2020;Berlin;;1.014.105.257;1.028.613.299;1.000.569.099;0;0;0.792299494;4.904.216.275;-28.518.005;0
29.03.2020;Berlin;;1.014.078.426;1.027.652.983;9.997.035.957;0;0.4;0.865102902;4.959.997.623;-2.716.838.148;0
30.03.2020;Berlin;;1.013.989.658;1.027.900.078;9.989.812.452;0;0.8;0.874365294;4.607.447.292;-3.154.060.737;0
31.03.2020;Berlin;;1.013.957.718;1.028.483.842;9.994.662.041;1;0;0.808664279;4.371.612.027;-3.079.027.158;0
01.04.2020;Berlin;;1.013.987.535;1.028.211.485;9.995.801.951;0;0;1.014.796.921;5.006.973.637;-2.642.794.465;0
02.04.2020;Berlin;;1.013.900.939;1.027.308.842;1.000.004.616;0;0;1.232.125.815;4.665.624.672;-2.740.951.282;0
03.04.2020;Berlin;;1.013.930.077;1.028.178.917;9.988.822.013;0;0;1.365.255.302;5.106.411.808;-2.705.932.115;0
04.04.2020;Berlin;;1.014.057.945;1.028.636.958;1.000.195.765;0;0;0.931503691;4.731.741.765;-2.925.194.632;0
05.04.2020;Berlin;;1.014.120.322;1.028.840.157;9.995.848.354;0;0;0.998332974;4.565.435.582;-2.908.843.289;0
06.04.2020;Berlin;;1.014.114.186;1.027.826.876;9.992.822.673;0;0;0.996118058;4.842.777.468;-2.744.999.877;0
07.04.2020;Berlin;;1.014.156.942;1.027.732.623;1.000.346.156;1;0;0.913870829;493.381.134;-2.946.755.581;0
08.04.2020;Berlin;;1.014.252.377;1.028.873.424;1.000.868.665;0;0;1.098.984.978;490.669.182;-2.734.981.139;0
09.04.2020;Berlin;;1.014.221.424;1.028.880.635;1.000.135.577;0;0;1.291.565.422;518.577.361;-2.646.581.008;0
10.04.2020;Berlin;;1.014.987.877;1.029.273.361;1.000.647.279;0;0;0.662004873;4.312.617.558;-3.201.449.215;0
11.04.2020;Berlin;;1.014.457.495;1.028.998.283;100.055.857;0;0;0.933821416;4.938.547.942;-2.924.188.372;0
12.04.2020;Berlin;;1.014.542.816;1.028.152.083;1.001.127.351;0;01. Jun;0.970277082;4.548.026.515;-3.090.598.721;0
13.04.2020;Berlin;;101.347.588;1.027.482.107;9.984.548.126;0;0.6;1.233.664.623;5.251.269.208;-2.694.726.611;0
14.04.2020;Berlin;;1.014.592.927;1.028.576.119;9.990.039.571;0;0;0.826771034;4.748.597.084;-2.939.494.014;0
15.04.2020;Berlin;;1.014.679.968;1.028.261.896;9.997.639.303;0;0;0.985338899;5.046.316.015;-3.108.980.001;0
16.04.2020;Berlin;;1.014.631.605;1.028.643.099;1.000.231.979;0;0;1.154.689.862;5.012.811.156;-2.657.554.199;0
17.04.2020;Berlin;;1.014.680.388;102.937.232;1.000.974.693;0;0;1.241.183.394;4.810.211.852;-259.049.743;0
18.04.2020;Berlin;;1.014.810.139;1.028.392.809;1.000.006.978;0;0;0.763866408;5.029.424.913;-3.360.185.756;0
19.04.2020;Berlin;;101.485.785;1.029.290.753;1.001.391.716;0;0;0.79184755;4.698.896.581;-3.248.262.445;0
20.04.2020;Berlin;;1.014.822.058;1.029.069.179;1.001.404.273;0;0;0.757012654;455.097.732;-3.004.585.745;0
21.04.2020;Berlin;;101.482.202;1.029.703.241;1.000.619.034;0;0;0.649698407;4.437.655.605;-3.302.075.873;0
22.04.2020;Berlin;;1.014.863.618;1.028.740.423;1.001.041.636;0;0;0.818391701;4.436.298.466;-3.139.537.369;0
23.04.2020;Berlin;;1.014.770.058;1.028.948.781;1.000.898.375;0;0;1.004.020.035;5.261.863.832;-2.474.285.446;0
24.04.2020;Berlin;;1.014.775.236;102.933.128;1.000.432.335;0;0;1.112.575.003;5.004.709.054;-2.979.404.573;0
25.04.2020;Berlin;;1.014.864.211;1.029.191.256;1.000.295.338;0;0;0.662536394;454.452.379;-3.308.943.549;0
26.04.2020;Berlin;;1.014.875.085;1.030.157.373;9.999.126.143;0;0;0.722259997;4.372.943.722;-3.469.719.983;0
27.04.2020;Berlin;;1.014.807.342;1.029.454.709;1.000.543.064;0;0;0.722712518;4.465.750.831;-2.942.198.124;0
28.04.2020;Berlin;;1.014.781.007;1.029.833.651;1.000.813.126;0;01. Mai;0.653170151;4.757.857.945;-3.228.694.993;0
29.04.2020;Berlin;;1.014.802.537;1.030.007.448;1.000.559.983;0;07. Sep;0.860947657;4.735.182.071;-2.923.996.115;1
30.04.2020;Berlin;;1.014.695.508;1.029.699.813;1.000.720.848;0;02. Jul;1.085.722.479;4.743.608.298;-2.805.468.395;0
01.05.2020;Berlin;;1.014.096.376;102.812.898;1.000.974.254;0;0.5;0.442787341;4.228.095.654;-3.478.801.181;0
02.05.2020;Berlin;;1.014.782.945;1.030.152.852;9.997.604.561;0;02. Aug;0.817551329;4.608.168.995;-3.101.645.139;0
03.05.2020;Berlin;;1.014.800.278;1.028.453.797;100.042.613;0;0;0.908890957;4.811.610.248;-3.121.320.234;0
04.05.2020;Berlin;;1.014.745.021;1.027.964.226;1.000.751.283;0;0.8;0.936000881;4.967.879.636;-3.000.881.204;0
05.05.2020;Berlin;;1.014.736.594;102.944.641;1.000.615.073;0;01. Sep;0.887092245;4.942.109.757;-2.923.007.708;0
06.05.2020;Berlin;;10.147.807;1.029.456.916;1.000.329.229;0;0;1.108.564.793;4.993.090.273;-2.508.002.496;0
07.05.2020;Berlin;;1.014.700.038;102.921.824;1.001.561.682;0;0;133.936.272;5.620.641.854;-2.515.702.115;0
08.05.2020;Berlin;;101.472.769;1.028.590.484;100.090.134;0;0;1.483.662.024;5.531.788.179;-2.694.215.283;0
09.05.2020;Berlin;;1.014.847.635;1.028.568.941;1.000.836.042;0;0;105.835.497;4.978.149.488;-2.930.692.421;0
10.05.2020;Berlin;;1.014.896.657;1.029.059.819;9.997.145.584;0;02. Apr;1.130.492.919;4.932.890.735;-2.796.025.227;0
11.05.2020;Berlin;;1.014.872.733;1.028.739.658;1.001.111.485;0;07. Jun;1.130.069.225;4.852.850.218;-2.650.118.357;1
12.05.2020;Berlin;;1.014.894.244;1.029.351.079;1.001.590.104;0;0.1;1.045.757.221;4.849.670.206;-2.693.635.222;0
13.05.2020;Berlin;;1.014.965.909;1.029.316.476;9.997.634.719;0;0;1.224.668.827;5.027.303.037;-2.618.018.069;0
14.05.2020;Berlin;;1.014.909.531;1.029.146.464;9.998.330.651;0;0;1.406.697.284;5.079.940.988;-2.269.407.842;0
15.05.2020;Berlin;;1.014.957.406;1.029.093.825;1.000.493.404;0;0;1.497.184.383;5.623.812.588;-2.326.614.618;0
16.05.2020;Berlin;;1.015.092.856;1.030.069.179;1.002.046.959;0;0.1;1.014.378.258;4.910.016.284;-2.770.388.978;0
17.05.2020;Berlin;;1.015.152.156;1.028.629.021;1.000.592.373;0;0;1.026.843.645;4.836.694.829;-2.953.523.089;0
18.05.2020;Berlin;;1.015.132.933;1.029.443.148;9.999.348.077;0;0;0.966207126;4.735.900.561;-2.773.412.002;0
19.05.2020;Berlin;;1.015.153.384;1.029.069.883;9.996.316.999;0;0;0.82285336;4.495.775.923;-3.197.058.591;0
20.05.2020;Berlin;;1.015.218.211;1.030.136.054;1.000.848.316;0;0;0.945638932;4.597.128.664;-2.931.024.762;0
21.05.2020;Berlin;;1.015.940.536;1.030.500.086;1.001.112.425;0;0;2.605.479.508;6.501.904.859;-1.175.439.921;0
22.05.2020;Berlin;;1.015.179.455;1.030.301.559;1.000.467.739;0;01. Jul;112.151.505;463.573.831;-2.517.756.921;0
23.05.2020;Berlin;;1.015.292.251;1.029.392.615;1.001.272.834;0;01. Mai;0.601431049;4.296.964.345;-3.231.912.923;0
24.05.2020;Berlin;;1.015.324.615;1.029.679.994;1.000.922.878;0;08. Feb;0.585914644;4.474.400.169;-3.124.076.039;1
25.05.2020;Berlin;;1.015.274.872;1.030.157.484;100.214.067;0;01. Mrz;0.507813708;443.309.882;-2.986.757.094;0
26.05.2020;Berlin;;1.015.262.003;102.865.783;1.000.568.917;1;0;0.358505449;408.520.064;-3.546.567.791;0
27.05.2020;Berlin;;1.015.291.564;1.028.739.508;1.001.245.191;1;0.4;0.487579086;4.759.309.037;-3.219.618.609;0
28.05.2020;Berlin;;1.015.186.399;1.028.565.328;1.001.885.384;1;0.2;0.637107242;4.407.120.207;-311.215.642;0
29.05.2020;Berlin;;1.015.180.019;1.029.861.132;1.001.016.952;0;0;0.714248386;4.619.194.806;-3.445.899.006;0
30.05.2020;Berlin;;1.015.257.093;1.029.435.796;1.001.474.179;0;0;0.238648266;4.227.069.074;-3.695.654.796;0
31.05.2020;Berlin;;1.015.255.339;1.027.929.597;1.000.487.404;0;0;0.279803844;3.951.333.746;-3.989.821.542;0
01.06.2020;Berlin;;101.458.362;1.028.129.781;100.068.478;0;0;0.993675127;4.900.989.693;-2.714.292.494;0
02.06.2020;Berlin;;1.015.132.402;1.028.788.735;1.000.884.834;0;0;0.198851455;3.883.995.546;-3.907.231.318;0
03.06.2020;Berlin;;1.015.137.082;1.029.457.375;100.118.575;0;0;0.415271123;4.431.629.477;-3.471.497.533;0
04.06.2020;Berlin;;1.015.011.257;1.029.257.111;999.783.432;1;05. Jul;0.659506916;4.781.967.395;-281.037.432;1
05.06.2020;Berlin;;1.014.988.806;1.029.297.514;1.000.902.763;1;01. Jun;0.836911712;466.422.671;-2.918.433.572;0
06.06.2020;Berlin;;1.015.054.629;1.029.006.575;1.001.001.451;1;0.3;0.465159653;4.283.628.623;-3.322.023.252;0
07.06.2020;Berlin;;1.015.046.536;1.029.849.341;1.001.938.788;0;0;0.611655875;4.475.685.486;-3.109.925.839;0
08.06.2020;Berlin;;10.149.636;1.028.704.978;10.007.731;0;0;0.706296001;437.675.732;-3.124.979.053;0
09.06.2020;Berlin;;1.014.925.335;1.028.049.589;9.997.633.965;0;0;0.737191179;4.666.253.697;-3.078.229.138;0
10.06.2020;Berlin;;1.014.937.601;1.028.930.887;1.000.670.724;0;02. Jul;105.042.473;5.149.773.892;-2.678.752.023;0
11.06.2020;Berlin;;1.014.823.316;1.029.214.846;1.000.500.473;0;02. Feb;1.384.404.128;5.057.225.647;-2.527.272.844;0
12.06.2020;Berlin;;1.014.815.835;1.028.139.279;1.000.293.266;0;0;1.642.548.618;5.385.935.474;-2.364.539.259;0
13.06.2020;Berlin;;101.489.946;1.029.246.388;1.001.115.793;0;16. Jun;1.340.778.206;5.453.146.903;-2.420.849.966;1
14.06.2020;Berlin;;1.014.911.331;1.030.654.227;1.000.103.205;0;0;1.544.965.306;5.182.406.603;-2.565.656.188;0
15.06.2020;Berlin;;1.014.849.817;1.030.032.739;1.001.229.848;0;0;1.683.730.655;5.442.141.174;-2.602.193.182;0
16.06.2020;Berlin;;1.014.833.706;1.028.561.767;1.000.866.684;0;0;1.744.198.376;5.572.682.343;-203.242.751;0
17.06.2020;Berlin;;1.014.868.137;1.029.184.836;9.999.567.784;0;0;2.071.775.467;5.707.850.488;-1.708.708.574;0
18.06.2020;Berlin;;1.014.775.329;1.029.167.193;9.996.348.421;0;0.1;2.404.518.892;6.457.470.178;-162.723.589;0
19.06.2020;Berlin;;1.014.787.985;1.028.985.494;1.000.205.988;0;01. Aug;2.645.830.209;644.514.956;-1.191.311.378;0
20.06.2020;Berlin;;1.014.889.813;1.028.690.092;1.000.691.513;0;4;2.311.943.361;609.434.594;-1.316.683.735;0
21.06.2020;Berlin;;1.014.917.445;102.873.351;1.000.361.384;0;0.7;2.469.366.944;6.614.304.345;-1.344.641.553;0
22.06.2020;Berlin;;1.014.868.829;102.886.411;1.000.199.126;0;0;2.547.662.922;6.507.104.232;-134.264.257;0
23.06.2020;Berlin;;101.486.244;1.028.656.283;9.999.356.751;0;0;2.535.177.126;6.106.629.373;-1.066.274.236;0
24.06.2020;Berlin;;1.014.903.208;1.028.618.556;1.000.827.227;0;0;2.778.787.535;6.545.215.042;-1.210.686.377;0
25.06.2020;Berlin;;1.014.813.263;1.028.075.356;1.000.926.343;0;0;3.018.234.385;6.915.892.738;-100.717.989;0
26.06.2020;Berlin;;1.014.825.328;102.945.412;9.996.180.221;0;4;3.158.773.056;7.048.463.132;-0.590497093;0
27.06.2020;Berlin;;1.014.923.245;102.939.844;100.029.954;0;0;2.718.616.484;6.426.501.145;-1.254.989.227;0
28.06.2020;Berlin;;1.014.943.881;1.029.383.263;1.000.098.744;0;05. Apr;2.766.329.657;6.688.197.499;-0.977159782;0
29.06.2020;Berlin;;1.014.885.515;1.028.248.755;1.000.668.826;0;01. Jan;2.733.559.415;6.428.728.299;-135.894.372;0
30.06.2020;Berlin;;1.014.867.031;1.029.535.549;1.000.134.931;0;0;2.610.716.188;6.466.829.086;-0.87132613;0
01.07.2020;Berlin;;1.014.893.839;1.028.434.792;1.000.635.102;0;03. Feb;2.746.674.943;6.719.153.417;-1.148.748.364;0
02.07.2020;Berlin;;1.014.788.595;1.029.557.375;1.001.179.052;0;0.3;2.883.060.584;6.649.931.624;-0.869472515;0
03.07.2020;Berlin;;1.014.784.583;1.029.047.102;1.000.570.564;0;0.3;2.926.859.896;6.755.726.232;-1.203.251.849;0
04.07.2020;Berlin;;1.014.866.219;1.028.820.317;1.000.029.492;0;0.2;239.782.778;6.138.460.843;-1.845.020.276;0
05.07.2020;Berlin;;1.014.870.939;1.028.234.787;1.001.229.048;0;01. Apr;2.365.851.199;6.407.652.704;-1.533.394.217;0
06.07.2020;Berlin;;1.014.797.569;1.028.410.405;9.999.636.867;0;0.4;2.263.654.758;5.673.421.439;-1.570.798.402;0
07.07.2020;Berlin;;10.147.655;1.028.530.123;1.000.443.804;0;0.2;2.082.465.056;5.990.580.501;-1.792.033.738;0
08.07.2020;Berlin;;1.014.780.595;1.028.475.504;1.000.406.337;0;0.4;2.171.701.403;6.050.655.188;-1.749.706.416;0
09.07.2020;Berlin;;1.014.665.893;1.028.589.495;1.000.866.787;0;08. Jan;2.273.258.248;6.076.078.971;-1.573.601.454;1
10.07.2020;Berlin;;1.014.654.982;102.780.274;99.980.474;0;06. Apr;2.294.121.331;6.082.200.959;-1.865.873.351;1
11.07.2020;Berlin;;1.014.732.496;1.027.554.879;1.000.610.385;0;0;1.753.785.003;5.626.034.251;-2.128.375.736;0
12.07.2020;Berlin;;1.014.735.995;1.028.734.964;1.000.795.448;0;0;172.163.368;5.993.261.815;-1.965.693.286;0
13.07.2020;Berlin;;1.014.664.332;102.891.735;1.000.602.531;0;0;1.629.670.678;5.354.333.818;-2.413.324.355;0
14.07.2020;Berlin;;1.014.636.834;1.029.048.873;100.013.994;0;0;1.468.210.794;5.174.611.877;-2.461.816.116;0
15.07.2020;Berlin;;1.014.659.206;102.815.823;1.000.314.159;0;05. Jun;1.585.603.301;5.223.771.845;-2.067.829.831;1
16.07.2020;Berlin;;1.014.554.248;1.028.805.908;1.000.321.902;0;01. Mrz;1.722.549.686;5.566.601.741;-2.014.208.214;0
17.07.2020;Berlin;;1.014.555.233;1.028.341.967;1.000.404.875;0;0.8;178.475.705;5.740.220.895;-1.663.672.956;0
18.07.2020;Berlin;;1.014.646.417;1.028.567.612;1.000.872.442;0;0;1.290.393.533;5.264.636.335;-2.747.366.418;0
19.07.2020;Berlin;;1.014.664.932;1.031.090.841;1.000.933.172;0;0.1;1.307.507.562;5.243.419.565;-2.279.027.092;0
20.07.2020;Berlin;;1.014.609.173;1.028.115.061;1.000.631.207;0;05. Sep;1.266.793.146;4.996.720.722;-2.870.898.902;1
21.07.2020;Berlin;;1.014.597.984;1.029.024.854;1.001.581.593;0;0;115.731.653;5.201.539.964;-2.495.278.938;0
22.07.2020;Berlin;;1.014.636.591;1.028.238.767;1.000.097.546;0;0.7;1.326.269.946;5.342.032.775;-2.410.374.186;0
23.07.2020;Berlin;;1.014.547.325;1.029.288.005;1.000.655.384;0;0.1;1.513.316.014;5.671.991.439;-2.384.533.766;0
24.07.2020;Berlin;;1.014.563.022;1.028.703.166;1.000.619.637;0;0;1.623.263.021;5.586.611.509;-2.022.581.665;0
25.07.2020;Berlin;;1.014.667.545;1.028.690.315;9.991.713.501;0;0;1.173.536.933;4.831.330.147;-2.578.270.791;0
26.07.2020;Berlin;;1.014.697.692;1.029.249.487;1.000.266.823;0;07. Mai;1.231.611.634;4.932.613.821;-2.577.273.882;1
27.07.2020;Berlin;;1.014.651.587;1.028.647.487;1.001.394.756;0;0.2;1.227.779.409;5.047.167.373;-2.422.583.108;0
28.07.2020;Berlin;;1.014.647.886;1.028.056.333;1.000.433.937;0;0;1.150.877.049;5.144.324.303;-2.595.335.789;0
