ds;city;pres;yhat_pres;yhat_upper_pres;yhat_lower_pres;anomaly_pres;prcp;yhat_prcp;yhat_upper_prcp;yhat_lower_prcp;anomaly_prcp
05.01.2022;Aachen;1007.9;1.018.192.582;102.984.303;1.006.087.923;0;02. Feb;1.652.863.068;5.029.328.389;-1.736.693.925;0
06.01.2022;Aachen;1019.1;1.017.707.776;1.028.868.208;1.005.851.143;0;0;1.690.947.448;4.940.108.768;-1.673.758.479;0
07.01.2022;Aachen;1013;1.018.017.053;1.029.526.811;1.006.558.766;0;01. Sep;1.105.259.804;4.135.299.911;-2.323.448.856;0
08.01.2022;Aachen;1006.8;1.019.538.288;103.038.692;100.830.217;1;04. Jan;1.195.573.571;4.489.662.548;-2.292.819.357;0
09.01.2022;Aachen;1000.9;101.917.679;1.031.168.248;1.008.161.382;1;06. Sep;1.522.257.427;4.690.851.077;-1.647.828.579;1
10.01.2022;Aachen;1021.4;1.019.392.937;1.031.373.107;1.008.589.471;0;0;1.168.308.024;4.307.070.621;-2.408.855.586;0
11.01.2022;Aachen;1033.7;1.019.867.644;1.031.585.325;1.008.855.047;1;0;1.653.970.288;5.275.971.216;-14.859.358;0
12.01.2022;Aachen;1039.7;1.019.718.287;1.031.495.471;1.008.541.744;1;0;1.544.761.765;5.094.704.472;-1.832.780.672;0
13.01.2022;Aachen;1041.6;1.019.337.484;1.030.887.118;1.007.866.587;1;0;1.615.708.521;4.816.254.988;-179.904.426;0
14.01.2022;Aachen;1036.6;1.019.746.312;1.031.873.192;1.008.833.542;1;0;106.495.566;4.246.887.835;-2.061.810.231;0
15.01.2022;Aachen;1028.7;1.021.359.073;1.032.719.497;1.009.543.987;0;0;1.191.630.485;4.473.419.663;-2.228.841.865;0
16.01.2022;Aachen;1026.8;1.021.077.579;1.033.096.926;1.009.121.606;0;0.3;1.555.427.951;4.983.923.746;-1.981.195.511;0
17.01.2022;Aachen;1034.9;102.135.889;1.031.881.257;1.009.251.471;1;0;1.238.657.784;4.473.637.185;-2.073.482.217;0
18.01.2022;Aachen;1038.1;1.021.880.894;1.034.035.713;1.010.546.722;1;0;1.760.879.411;5.028.819.635;-1.478.726.345;0
19.01.2022;Aachen;1027;1.021.758.317;1.033.954.613;1.010.911.984;0;0.8;1.686.940.814;5.047.489.309;-1.925.159.174;0
20.01.2022;Aachen;1029.3;1.021.381.593;10.332.853;1.009.951.917;0;0;1.791.228.481;5.047.176.372;-1.616.553.361;0
21.01.2022;Aachen;1034.9;1.021.770.149;103.311.671;1.010.022.508;1;0.3;127.129.118;4.675.382.589;-2.030.825.656;0
22.01.2022;Aachen;1035.4;1.023.337.221;1.034.481.983;1.010.867.094;1;01. Mrz;1.425.715.265;4.916.743.542;-1.955.263.554;0
23.01.2022;Aachen;1036.2;102.298.418;1.034.682.767;1.011.527.523;1;0;1.813.720.898;5.243.453.926;-1.428.118.692;0
24.01.2022;Aachen;1034.4;1.023.168.287;1.035.336.415;1.012.060.968;0;0;1.517.218.279;481.063.854;-1.730.752.528;0
25.01.2022;Aachen;1034;1.023.568.273;1.034.602.613;1.011.476.158;0;0;2.055.449.866;5.217.550.652;-1.335.123.306;0
26.01.2022;Aachen;1033.5;1.023.300.329;1.035.137.058;1.011.726.265;0;0;199.303.452;5.594.796.767;-1.215.615.843;0
27.01.2022;Aachen;1027.5;1.022.756.945;103.409.077;1.010.387.563;0;02. Jan;2.104.220.639;5.639.875.796;-0.884354184;0
28.01.2022;Aachen;1034.1;1.022.960.135;1.034.258.937;1.011.450.696;0;0;1.586.510.974;4.674.421.063;-1.590.354.805;0
29.01.2022;Aachen;1027.4;1.024.326.194;1.035.527.934;1.012.366.113;0;0.4;1.738.536.829;4.848.051.058;-1.583.836.394;0
30.01.2022;Aachen;1029.3;1.023.759.936;1.035.252.679;1.011.151.094;0;0;2.119.651.086;5.604.939.894;-1.194.316.192;0
31.01.2022;Aachen;1014.9;1.023.722.365;1.034.392.423;101.229.846;0;08. Sep;1.811.979.266;5.186.847.021;-1.657.748.677;1
01.02.2022;Aachen;1018.6;1.023.896.157;1.035.607.858;1.011.896.652;0;02. Aug;233.505.477;5.725.400.732;-1.003.902.721;0
02.02.2022;Aachen;1020.3;1.023.401.541;1.034.824.155;1.011.239.271;0;1;2.253.854.423;5.767.163.615;-1.046.150.691;0
03.02.2022;Aachen;1017.7;1.022.635.039;1.034.914.552;101.112.012;0;0.6;2.343.041.668;5.836.024.512;-0.949130082;0
04.02.2022;Aachen;1012.2;1.022.622.591;1.033.508.567;1.010.864.066;0;01. Jun;1.800.580.321;5.024.675.297;-1.854.887.133;0
05.02.2022;Aachen;1020.6;1.023.784.205;1.035.113.634;1.011.609.075;0;0;1.925.596.947;5.303.984.185;-142.598.332;0
06.02.2022;Aachen;1008.1;1.023.028.111;103.445.614;1.011.453.023;1;23. Apr;2.277.961.576;5.400.028.399;-1.050.343.376;1
07.02.2022;Aachen;1022.3;1.022.818.347;1.033.974.291;1.011.457.412;0;01. Mai;1.940.326.323;5.322.039.887;-1.426.889.259;0
08.02.2022;Aachen;1028.9;1.022.840.166;1.034.746.918;1.011.515.164;0;0.7;2.432.748.353;5.709.834.895;-0.996065055;0
09.02.2022;Aachen;1026.6;1.022.215.873;103.473.098;101.105.456;0;0;2.320.713.643;5.847.688.104;-0.842305038;0
10.02.2022;Aachen;1021.7;1.021.343.512;1.033.323.365;1.009.508.696;0;05. Aug;2.379.369.168;5.791.656.752;-1.073.108.309;1
11.02.2022;Aachen;1029.9;1.021.249.967;1.032.319.612;1.009.032.614;0;0.6;1.807.126.728;5.037.349.942;-1.217.449.275;0
12.02.2022;Aachen;1029;102.235.561;1.033.745.505;1.010.483.261;0;0;1.903.516.653;5.053.751.521;-1.621.272.501;0
13.02.2022;Aachen;1013.5;1.021.568.457;1.032.777.017;1.009.838.596;0;0;2.228.761.353;5.751.369.326;-0.994865374;0
14.02.2022;Aachen;1003.1;1.021.351.775;1.032.527.547;1.009.711.486;1;0;1.865.808.396;5.026.871.323;-1.376.924.617;0
15.02.2022;Aachen;1010.7;1.021.389.538;1.032.430.669;1.010.379.137;0;02. Feb;2.334.949.675;5.626.183.598;-0.965318894;0
16.02.2022;Aachen;1000.9;1.020.802.304;1.032.869.193;1.008.896.609;1;10. Feb;2.201.843.162;5.504.769.339;-1.040.131.798;1
17.02.2022;Aachen;1006.3;1.019.985.971;1.031.120.436;1.007.966.943;1;02. Jun;2.241.744.883;5.505.142.672;-0.9237408;0
18.02.2022;Aachen;1003.6;1.019.964.956;1.032.043.279;1.008.765.126;1;04. Mrz;1.653.114.272;5.006.086.938;-1.672.215.943;0
19.02.2022;Aachen;1012.6;1.021.156.916;1.033.001.056;1.010.672.999;0;01. Jan;1.735.471.063;508.239.233;-1.587.422.496;0
20.02.2022;Aachen;1008.7;1.020.466.992;1.031.926.781;1.008.517.917;0;10. Mrz;2.048.973.518;5.337.884.323;-1.342.888.362;1
21.02.2022;Aachen;1004.3;1.020.355.509;1.032.517.658;100.906.439;1;09. Aug;1.676.457.518;4.563.521.525;-1.669.193.281;1
22.02.2022;Aachen;1018.8;1.020.503.508;1.032.303.194;1.009.188.281;0;3;213.806.283;5.455.156.822;-1.195.029.605;0
23.02.2022;Aachen;1024.4;1.020.028.716;1.030.568.695;1.007.757.774;0;0;1.999.262.838;5.399.214.693;-1.146.133.969;0
24.02.2022;Aachen;1013.9;1.019.324.377;1.030.896.059;1.007.114.059;0;4;203.510.506;5.229.385.855;-1.591.708.761;0
25.02.2022;Aachen;1023.6;1.019.412.497;103.088.362;1.007.306.879;0;0.8;1.443.825.368;4.806.109.152;-1.635.688.545;0
26.02.2022;Aachen;1034.2;102.070.863;1.032.500.484;1.009.758.562;1;0;1.524.713.761;4.682.526.029;-1.650.213.407;0
27.02.2022;Aachen;1030.9;1.020.116.167;1.032.432.123;1.009.244.635;0;0;1.837.701.218;5.132.411.505;-1.742.235.997;0
28.02.2022;Aachen;1030.4;1.020.094.071;1.031.621.608;1.008.473.509;0;0;1.465.406.879;4.653.036.834;-1.675.676.371;0
01.03.2022;Aachen;1028;1.020.322.431;1.031.595.501;1.008.867.522;0;0;1.927.771.641;5.504.714.439;-1.509.411.402;0
02.03.2022;Aachen;1023.3;1.019.918.439;1.031.842.238;1.008.494.502;0;0;1.790.094.205;5.024.969.612;-1.553.497.422;0
03.03.2022;Aachen;1018.6;1.019.275.214;1.030.434.594;1.008.025.196;0;0;1.827.276.737;5.156.055.266;-1.266.439.148;0
04.03.2022;Aachen;1020.2;1.019.415.026;1.031.226.189;1.007.854.715;0;0;1.237.442.896;4.391.385.381;-2.040.591.294;0
05.03.2022;Aachen;1020.9;1.020.754.047;1.031.730.902;100.876.289;0;0;1.319.805.978;4.534.840.228;-2.063.537.739;0
06.03.2022;Aachen;1025;1.020.196.598;1.031.516.768;1.008.759.615;0;0;1.634.256.659;499.454.493;-1.587.289.171;0
07.03.2022;Aachen;1025.9;1.020.202.829;1.031.677.341;1.009.558.031;0;0;1.263.409.557;4.710.687.838;-1.987.293.392;0
08.03.2022;Aachen;1021.4;1.020.454.209;1.032.087.263;1.009.381.449;0;0;1.727.234.756;488.966.134;-1.628.851.852;0
09.03.2022;Aachen;1022.9;1.020.069.434;1.031.251.099;1.008.250.622;0;0;1.591.090.403;4.724.028.204;-1.775.932.641;0
10.03.2022;Aachen;1022.7;1.019.443.183;1.031.145.845;1.007.517.903;0;0;162.996.369;5.089.094.868;-1.550.513.432;0
11.03.2022;Aachen;1015.2;1.019.599.271;1.031.331.314;1.008.373.557;0;0;1.042.083.126;4.366.032.739;-2.235.546.911;0
12.03.2022;Aachen;1016.5;1.020.955.322;1.033.471.393;1.008.892.959;0;0;1.126.780.076;4.610.903.087;-1.857.944.753;0
13.03.2022;Aachen;1014.8;1.020.416.959;1.032.044.686;1.009.021.471;0;0;1.444.069.265;4.864.009.969;-1.824.815.952;0
14.03.2022;Aachen;1025.1;1.020.445.418;1.031.790.755;1.008.590.722;0;01. Mai;1.076.687.751;4.300.510.014;-2.108.116.556;0
15.03.2022;Aachen;1025.3;1.020.722.986;1.032.061.368;1.008.676.754;0;02. Sep;154.471.876;496.982.603;-1.550.568.163;0
16.03.2022;Aachen;1022.2;1.020.368.872;1.031.476.173;1.008.347.858;0;0;1.413.616.781;4.724.233.792;-1.895.436.669;0
17.03.2022;Aachen;1029;1.019.777.928;1.031.177.697;1.008.399.795;0;01. Jan;1.458.441.515;4.550.642.953;-1.960.381.936;0
18.03.2022;Aachen;1041.1;1.019.973.782;1.031.364.102;100.826.366;1;0;0.877463829;4.371.991.669;-2.242.451.779;0
19.03.2022;Aachen;1038.9;1.021.373.515;1.031.710.285;1.008.982.498;1;0;0.970021947;4.345.290.584;-22.857.694;0
20.03.2022;Aachen;1028.4;102.088.185;1.032.992.105;1.009.457.392;0;0;129.609.779;4.215.642.982;-183.838.215;0
21.03.2022;Aachen;1030.7;102.095.879;103.230.286;1.008.906.985;0;0;0.93835315;4.179.189.525;-2.419.736.831;0
22.03.2022;Aachen;1031.2;1.021.285.097;1.033.888.966;1.010.461.917;0;0;1.416.752.214;5.035.733.093;-1.628.550.282;0
23.03.2022;Aachen;1030.8;1.020.978.199;1.032.554.558;1.008.250.962;0;0;1.296.586.966;4.542.827.137;-2.000.665.378;0
24.03.2022;Aachen;1029.6;1.020.430.972;1.031.723.669;1.008.818.937;0;0;135.271.306;4.472.439.034;-2.213.030.215;0
25.03.2022;Aachen;1029.7;1.020.664.936;1.032.905.917;1.009.177.362;0;0;0.783159345;430.312.689;-2.675.789.672;0
26.03.2022;Aachen;1030.9;1.022.095.005;1.033.236.797;10.095.017;0;0;0.886989197;4.076.226.339;-2.489.697.532;0
27.03.2022;Aachen;1019.94;1.021.623.746;103.369.244;101.002.298;0;0.38;1.223.883.464;4.917.039.613;-2.095.076.739;0
28.03.2022;Aachen;1023.2;1.021.709.101;1.032.488.811;1.011.004.249;0;0;0.876184542;41.944.396;-2.302.167.329;0
29.03.2022;Aachen;1011.8;1.022.029.933;1.033.724.528;1.010.631.082;0;0;1.363.527.917;456.948.652;-1.977.511.846;0
30.03.2022;Aachen;1004.1;1.021.702.014;1.033.220.471;1.010.514.558;1;01. Sep;1.250.877.418;4.613.986.907;-2.071.574.255;0
31.03.2022;Aachen;1000.3;102.111.687;1.032.787.562;1.010.335.983;1;07. Mrz;1.312.771.539;4.605.985.165;-2.275.755.295;1
01.04.2022;Aachen;1006.2;1.021.295.042;1.033.373.025;1.009.758.988;1;05. Mai;0.746943674;4.258.531.692;-2.535.851.598;1
02.04.2022;Aachen;1016.9;1.022.650.882;1.034.064.882;1.010.880.768;0;3;0.85219412;4.200.345.422;-2.249.482.126;0
03.04.2022;Aachen;1023.3;1.022.086.855;1.033.447.837;1.010.836.555;0;0;1.187.983.312;4.473.853.179;-2.277.277.282;0
04.04.2022;Aachen;1014.6;1.022.061.284;1.034.106.206;1.009.993.661;0;07. Mai;0.836485489;3.890.390.876;-2.490.316.622;1
05.04.2022;Aachen;1007.9;1.022.253.915;1.032.596.806;1.010.572.458;1;13. Jan;1.317.228.801;4.693.660.593;-1.943.381.592;1
06.04.2022;Aachen;1003.6;1.021.781.901;1.033.279.075;1.010.637.124;1;0.8;1.195.137.817;4.443.286.667;-2.065.666.033;0
07.04.2022;Aachen;991.2;1.021.038.632;1.031.947.284;1.009.287.493;1;11. Feb;1.244.785.501;453.110.557;-2.005.293.494;1
08.04.2022;Aachen;999.3;1.021.046.964;103.292.794;1.008.958.743;1;04. Feb;0.6640173;3.922.714.485;-2.399.519.366;1
09.04.2022;Aachen;1011.7;1.022.223.976;1.034.234.558;1.010.913.955;0;0.5;0.751824986;3.964.921.637;-2.457.778.164;0
10.04.2022;Aachen;1020.7;1.021.475.214;1.033.757.301;1.009.097.067;0;0;1.067.939.599;4.189.163.677;-2.269.894.524;0
11.04.2022;Aachen;1016.4;1.021.262.371;1.032.739.656;101.057.569;0;0;0.694882605;4.030.412.948;-2.191.277.941;0
12.04.2022;Aachen;1010.7;1.021.268.773;1.032.980.722;1.010.684.548;0;0;1.152.601.266;4.601.597.549;-2.148.354.165;0
13.04.2022;Aachen;1016.2;102.061.528;1.031.791.916;1.008.640.339;0;0;1.006.504.211;454.650.025;-2.282.719.098;0
14.04.2022;Aachen;1021.8;101.969.903;1.030.929.676;1.007.450.877;0;0;1.031.704.412;4.248.671.048;-2.068.562.393;0
15.04.2022;Aachen;1026.5;1.024.425.313;1.035.350.999;1.012.647.511;0;0;-0.208635855;3.071.467.207;-3.519.733.494;0
16.04.2022;Aachen;1030.6;1.020.578.546;1.031.935.207;1.009.405.975;0;0;0.490897179;387.731.371;-2.806.007.583;0
17.04.2022;Aachen;1026.5;1.019.703.807;1.030.890.168;1.008.311.654;0;0;0.784865764;3.917.205.735;-2.481.849.586;0
18.04.2022;Aachen;1018.6;101.740.956;1.027.762.348;1.005.754.573;0;0;0.413670505;3.913.282.983;-2.838.674.283;0
19.04.2022;Aachen;1014;101.931.421;1.030.670.853;1.008.070.725;0;0;0.831969316;4.279.264.798;-2.309.864.581;0
20.04.2022;Aachen;1014.8;1.018.608.288;1.030.646.739;1.006.828.534;0;0;0.671684197;37.433.904;-2.642.748.969;0
21.04.2022;Aachen;1011.7;1.017.668.042;1.029.683.272;1.006.537.916;0;0;0.686508887;4.086.022.648;-2.627.381.222;0
22.04.2022;Aachen;1006.3;1.017.521.081;1.029.283.091;1.005.385.309;0;0;0.075366002;3.186.862.431;-3.409.908.141;0
23.04.2022;Aachen;1002.7;1.018.588.492;1.029.715.213;1.007.110.233;1;0;0.138281636;3.574.879.408;-3.179.140.339;0
24.04.2022;Aachen;1002.8;1.017.778.985;1.029.564.205;1.006.151.906;1;0;0.435950891;3.597.157.906;-2.858.543.236;0
25.04.2022;Aachen;1010.8;1.017.556.483;1.028.710.858;1.006.304.968;0;0.8;0.051762239;3.159.672.356;-3.112.121.637;0
26.04.2022;Aachen;1017.7;1.017.605.547;1.029.055.775;1.005.526.278;0;04. Feb;0.506407422;3.974.639.191;-2.827.121.461;1
27.04.2022;Aachen;1024.9;1.017.047.236;1.028.599;1.004.990.021;0;0;0.365893591;3.846.767.238;-2.951.749.289;0
28.04.2022;Aachen;1028.7;101.627.783;1.028.500.735;1.005.280.545;1;0;0.405765527;3.641.182.591;-2.903.657.792;0
29.04.2022;Aachen;1028.1;1.016.321.987;1.028.898.707;1.003.686.295;0;0;-0.175298644;2.983.734.862;-3.452.001.257;0
30.04.2022;Aachen;1026.9;101.759.743;1.028.566.967;1.005.685.731;0;0;-0.077639804;3.132.559.739;-3.452.969.358;0
01.05.2022;Aachen;1023.6;1.015.757.902;1.027.075.878;1.003.541.552;0;0;0.571529617;3.667.790.005;-2.538.649.552;0
02.05.2022;Aachen;1019.4;1.017.017.184;1.028.435.449;1.004.872.833;0;0;-0.082732029;3.214.874.423;-3.452.331.147;0
03.05.2022;Aachen;1018.4;1.017.301.911;102.890.793;1.005.585.507;0;0;0.417302497;3.795.515.846;-3.122.069.041;0
04.05.2022;Aachen;1018.7;101.698.022;1.028.943.652;1.005.212.402;0;0;0.324275906;3.640.502.226;-2.909.459.102;0
05.05.2022;Aachen;1022;101.644.422;1.029.957.704;100.496.757;0;0;0.412872875;3.765.393.665;-2.798.778.702;0
06.05.2022;Aachen;1025.2;10.167.145;1.028.375.448;1.004.411.986;0;0;-0.119144725;3.000.801.441;-3.551.807.229;0
07.05.2022;Aachen;1023.7;1.018.204.908;1.029.298.371;1.006.088.737;0;0;0.026928946;3.496.752.682;-319.039.953;0
08.05.2022;Aachen;1025.8;101.781.685;1.030.223.717;1.005.820.745;0;0;0.41033387;3.720.074.687;-2.872.521.869;0
09.05.2022;Aachen;1025;1.018.008.127;1.029.402.792;1.006.235.179;0;0;0.112897081;3.418.494.683;-2.908.353.792;0
10.05.2022;Aachen;1018.5;1.018.455.234;1.030.131.334;1.006.444.598;0;0;0.65367444;3.829.763.764;-2.734.263.988;0
11.05.2022;Aachen;1012.4;1.018.272.634;1.030.019.234;1.006.203.751;0;0;0.596997299;3.970.388.318;-2.896.390.215;0
12.05.2022;Aachen;1017.9;1.017.850.525;1.028.981.116;1.006.353.608;0;0;0.716731137;3.793.171.122;-2.585.261.356;0
13.05.2022;Aachen;1020.6;1.018.208.105;103.042.702;1.006.643.547;0;0;0.209908772;3.572.479.285;-287.926.831;0
14.05.2022;Aachen;1021.6;1.019.758.364;1.030.665.434;1.007.231.276;0;0;0.374615714;3.612.153.435;-3.214.111.241;0
15.05.2022;Aachen;1017.8;1.019.402.385;1.030.573.486;100.769.383;0;0;0.769596845;3.943.801.204;-2.511.808.628;0
16.05.2022;Aachen;1016.1;1.019.597.077;1.031.876.455;1.008.086.423;0;0;0.47632337;3.878.797.196;-2.609.053.869;0
17.05.2022;Aachen;1020.2;1.020.020.722;1.030.969.667;1.008.309.557;0;0;1.013.645.764;420.235.296;-2.368.895.549;0
18.05.2022;Aachen;1020.5;1.019.788.945;1.030.489.493;1.007.449.297;0;0;0.945848455;4.440.829.105;-2.379.753.482;0
19.05.2022;Aachen;1018.4;101.929.353;1.030.775.297;1.007.601.237;0;02. Jun;1.046.913.066;4.273.620.475;-2.153.680.914;0
20.05.2022;Aachen;1018.9;1.019.555.628;1.031.123.513;100.797.136;0;08. Apr;0.514152661;3.796.402.607;-2.797.764.239;1
21.05.2022;Aachen;1021.9;1.020.990.502;1.032.201.732;1.009.766.735;0;0;0.646094484;3.770.683.755;-2.537.784.756;0
22.05.2022;Aachen;1015.6;1.020.501.759;1.031.724.413;100.876.037;0;0;1.002.080.369;4.341.676.885;-2.511.933.727;0
23.05.2022;Aachen;1002.5;1.020.549.018;103.158.379;1.008.797.299;1;04. Apr;0.664323851;4.237.159.645;-2.629.389.864;1
24.05.2022;Aachen;1006.9;1.020.813.404;103.200.484;1.009.160.574;1;0.2;1.152.549.878;440.694.178;-2.171.672.424;0
25.05.2022;Aachen;1015.6;1.020.413.443;1.032.450.859;1.008.750.867;0;0;1.032.033.109;4.174.042.777;-2.351.184.692;0
26.05.2022;Aachen;1020.9;1.021.232.805;1.032.813.312;1.009.767.026;0;0;0.139689747;3.340.558.226;-3.123.665.033;0
27.05.2022;Aachen;1022.4;1.019.828.547;1.031.774.496;1.008.728.217;0;0;0.488451152;3.839.897.084;-2.784.196.109;0
28.05.2022;Aachen;1022.6;1.021.085.626;103.239.466;1.009.738.035;0;0;0.563600959;3.825.381.036;-2.906.303.796;0
29.05.2022;Aachen;1018.2;1.020.421.263;1.032.183.444;1.008.892.134;0;0;0.863872401;4.221.266.965;-2.536.395.151;0
30.05.2022;Aachen;1014.6;1.020.297.495;103.154.445;1.008.734.568;0;0;0.4727184;3.743.664.348;-2.601.248.136;0
31.05.2022;Aachen;1015.3;1.020.397.644;1.032.163.773;1.008.780.221;0;0;0.911077087;4.319.478.211;-2.722.889.557;0
01.06.2022;Aachen;1015.5;1.019.842.202;1.031.320.538;1.007.764.648;0;0;0.745383922;4.099.016.152;-2.473.845.191;0
02.06.2022;Aachen;1015.7;1.019.027.574;1.030.372.571;1.007.955.967;0;0;0.751790345;3.966.480.024;-2.683.092.399;0
03.06.2022;Aachen;1015.6;1.018.979.226;1.030.731.093;1.007.651.757;0;0;0.129752358;3.202.207.577;-305.826.856;0
04.06.2022;Aachen;1015.65;1.020.116.376;1.031.708.822;1.008.135.196;0;0;0.179867511;35.659.888;-3.128.006.882;0
05.06.2022;Aachen;1.015.625;1.019.346.194;1.030.446.077;1.007.881.368;0;0;0.463430495;3.947.724.774;-2.820.659.352;0
06.06.2022;Aachen;10.156.375;1.017.775.134;1.028.808.992;1.005.889.382;0;0;0.312760922;3.700.504.899;-2.810.852.908;0
07.06.2022;Aachen;101.563.125;1.019.155.968;1.031.115.007;1.007.638.219;0;0;0.504235054;3.666.029.778;-2.895.293.777;0
08.06.2022;Aachen;1.015.634.375;1.018.540.571;1.030.595.039;1.008.222.342;0;0;0.349423696;3.795.743.092;-306.586.922;0
09.06.2022;Aachen;1.015.632.813;1.017.681.801;102.904.373;1.006.392.558;0;0;0.37616865;3.827.323.951;-2.876.024.016;0
10.06.2022;Aachen;1.015.633.594;1.017.605.111;1.029.726.177;1.006.026.056;0;0;-0.216263117;3.153.777.476;-3.297.572.085;0
11.06.2022;Aachen;1.017.888.802;1.018.729.574;1.030.551.563;1.006.830.521;0;0;-0.127654423;3.302.745.311;-3.551.407.703;0
12.06.2022;Aachen;1.018.480.599;10.179.621;1.030.372.921;1.006.431.882;0;0;0.202723393;3.480.481.507;-298.219.562;0
13.06.2022;Aachen;101.957.388;1.017.765.096;1.030.343.578;1.006.018.904;0;0;-0.141865769;3.193.467.499;-3.432.226.932;0
14.06.2022;Aachen;1022.4;101.782.196;102.932.955;1.006.121.994;0;0;0.358990186;3.496.563.112;-2.904.993.655;0
15.06.2022;Aachen;1018;1.017.252.984;1.028.869.584;1.005.685.387;0;0;0.270870282;3.691.749.605;-3.072.527.584;0
16.06.2022;Aachen;1021.1;1.016.454.129;1.028.366.842;1.005.391.736;0;0;0.368752634;3.566.047.829;-2.921.308.337;0
17.06.2022;Aachen;1022.7;1.016.450.196;102.785.809;1.005.457.779;0;0;-0.149376813;3.250.967.434;-3.440.170.132;0
18.06.2022;Aachen;1016.5;1.017.659.534;1.029.759.575;1.005.611.131;0;0;0.015339087;3.306.132.078;-3.266.955.991;0
19.06.2022;Aachen;1010.3;1.016.988.251;1.028.888.043;1.005.885.418;0;0;0.422216373;3.429.925.203;-2.786.410.606;0
20.06.2022;Aachen;1015.1;1.016.897.871;1.028.814.599;1.005.907.264;0;0;0.153081318;342.476.892;-3.153.446.675;0
21.06.2022;Aachen;1014.8;1.017.070.805;1.028.787.629;1.005.854.238;0;0;0.72691154;3.910.486.167;-2.844.499.598;0
22.06.2022;Aachen;1011.8;1.016.626.256;1.028.481.104;1.005.677.907;0;0;0.707882875;3.995.637.541;-2.617.234.349;0
23.06.2022;Aachen;1010.8;101.595.897;1.027.496.047;1.004.129.509;0;0;0.869629094;4.256.364.894;-2.344.143.489;0
24.06.2022;Aachen;1008.3;1.016.092.403;1.027.095.222;1.004.532.341;0;0;0.408877019;3.404.758.013;-314.301.522;0
25.06.2022;Aachen;1011.4;1.017.443.416;1.029.661.806;1.005.775.479;0;0;0.624069719;4.112.895.303;-2.400.784.024;0
26.06.2022;Aachen;1015;1.016.916.485;1.028.071.569;100.551.343;0;0;1.072.771.243;4.199.855.903;-2.240.127.262;0
27.06.2022;Aachen;1016.9;1.016.971.355;1.028.292.476;1.005.193.997;0;0;0.835943211;4.110.023.073;-2.449.253.701;0
28.06.2022;Aachen;1020.6;1.017.288.516;102.875.509;1.005.147.045;0;0;1.431.867.531;486.279.892;-1.899.752.832;0
29.06.2022;Aachen;1014.4;101.698.512;102.882.995;1.006.056.922;0;0;1.424.206.666;474.425.942;-1.740.387.027;0
30.06.2022;Aachen;1012.4;1.016.453.748;1.027.826.521;1.004.709.149;0;0;1.586.273.082;4.872.342.535;-1.682.795.452;0
01.07.2022;Aachen;1018.8;1.016.715.605;1.029.524.712;1.005.461.258;0;0;1.114.670.309;4.684.484.024;-2.091.582.542;0
02.07.2022;Aachen;1021.3;1.018.185.246;1.030.054.474;1.006.674.178;0;0;130.718.302;4.763.104.388;-2.014.322.463;0
03.07.2022;Aachen;1019;1.017.764.823;1.030.151.775;1.006.403.605;0;0;1.722.385.311;5.160.871.285;-1.613.420.182;0
04.07.2022;Aachen;1020.7;1.017.911.787;1.029.619.877;1.005.314.241;0;0;1.441.706.115;4.822.811.662;-2.029.309.533;0
05.07.2022;Aachen;1022.7;1.018.304.412;1.029.579.094;1.006.243.593;0;0;1.984.077.627;5.416.381.388;-1.406.658.674;0
06.07.2022;Aachen;1025.8;1.018.057.769;1.029.047.075;10.072.336;0;0;1.913.982.648;5.286.368.257;-1.279.285.449;0
07.07.2022;Aachen;1024;1.017.562.552;1.029.783.058;1.006.524.434;0;0;2.005.707.919;5.467.986.404;-1.537.109.282;0
08.07.2022;Aachen;1031;1.017.838.326;1.029.549.857;1.006.212.417;1;0;1.456.966.237;4.807.207.721;-1.705.882.278;0
09.07.2022;Aachen;1027.6;1.019.298.319;1.030.693.232;1.007.683.861;0;0;1.566.765.154;4.728.512.802;-1.813.510.333;0
10.07.2022;Aachen;1026.6;101.884.372;1.030.197.653;1.006.782.905;0;0;1.894.991.896;5.159.780.473;-1.349.700.871;0
11.07.2022;Aachen;1024.2;1.018.931.435;1.030.865.048;1.006.801.047;0;0;1.524.453.939;5.091.400.281;-1.851.843.571;0
12.07.2022;Aachen;1024.3;1.019.239.659;1.031.642.817;1.007.688.645;0;0;1.975.501.594;517.474.387;-1.481.533.397;0
13.07.2022;Aachen;1021;1.018.883.878;1.030.351.388;1.008.091.571;0;0;1.814.049.057;4.931.097.432;-1.358.217.693;0
14.07.2022;Aachen;1020.2;1.018.255.736;1.029.693.616;1.005.854.438;0;0;1.815.801.521;5.194.373.237;-1.623.250.107;0
15.07.2022;Aachen;1022.9;1.018.376.288;1.030.536.531;1.006.655.051;0;0;1.179.851.624;4.424.946.839;-2.348.070.514;0
16.07.2022;Aachen;1023.7;10.196.608;1.030.901.893;1.008.124.506;0;0;120.652.357;4.576.709.062;-229.940.607;0
17.07.2022;Aachen;1026.4;1.019.013.037;1.031.097.111;1.007.964.738;0;0;1.456.935.002;4.640.838.628;-1.907.549.834;0
18.07.2022;Aachen;1022.2;1.018.892.989;1.030.936.855;1.007.912.148;0;0;1.015.016.474;4.305.014.661;-2.146.399.186;0
19.07.2022;Aachen;1016.2;101.898.241;1.029.646.112;1.008.302.522;0;0;1.402.115.303;4.671.921.683;-199.319.615;0
